Date,Time,Bank Name,Account Number,Sender,Receiver,Payment ID/Reference Number,Pay/Collect,Amount (in Rs.),DR/CR,Status
14/02/2026,20:53:27,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),dmart@upi(D-MART),110107385037,PAY,978.46,DR,SUCCESS
14/02/2026,11:53:48,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),bk@upi(BURGER KING),396570875891,PAY,879.89,DR,SUCCESS
14/02/2026,16:02:23,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),ganeshchai@okaxis(GANESH CHAI),909263688682,PAY,45.19,DR,SUCCESS
14/02/2026,10:12:11,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),uber@upi(UBER),481435538491,PAY,1395.08,DR,SUCCESS
14/02/2026,18:07:59,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),bb@upi(BIGBASKET),513629201582,PAY,3330.97,DR,SUCCESS
14/02/2026,12:05:30,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),amazon@apl(AMAZON),819518648507,PAY,1732.89,DR,SUCCESS
14/02/2026,12:12:38,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),zara@hdfc(ZARA),367184207206,PAY,5803.78,DR,SUCCESS
15/02/2026,11:16:39,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),metrotaxi@paytm(METRO TAXI),480268420064,PAY,752.91,DR,SUCCESS
15/02/2026,18:58:51,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),bescom@hdfc(BESCOM),895317911760,PAY,21093.32,DR,SUCCESS
15/02/2026,02:16:27,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),myntra@upi(MYNTRA),236597511619,PAY,442.11,DR,SUCCESS
15/02/2026,16:27:43,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),starbucks@hdfc(STARBUCKS),112111597338,PAY,2017.55,DR,SUCCESS
15/02/2026,15:33:39,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),zepto@ybl(ZEPTO),811475426664,PAY,2482.46,DR,SUCCESS
15/02/2026,23:29:12,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),irani@okaxis(IRANI CAFE),434130474733,PAY,1177.0,DR,SUCCESS
15/02/2026,02:17:06,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),milk@okicici(MILK BASKET),232404715436,PAY,3529.37,DR,SUCCESS
15/02/2026,23:37:10,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),jio@okaxis(JIO RECHARGE),160632136081,PAY,6879.08,DR,SUCCESS
15/02/2026,03:17:49,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),dominos@okicici(DOMINOS),398473981240,PAY,1243.14,DR,SUCCESS
15/02/2026,14:29:27,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),irctc@hdfc(IRCTC),227113621199,PAY,1375.34,DR,SUCCESS
15/02/2026,19:18:16,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),modernprovisions@upi(MODERN PROVISIONS),780589567015,PAY,98.97,DR,SUCCESS
15/02/2026,15:02:25,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),amazon@apl(AMAZON),994971198876,PAY,4138.9,DR,SUCCESS
15/02/2026,21:15:55,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),sharmatiffin@ybl(SHARMA TIFFIN),584073744861,PAY,293.53,DR,SUCCESS
16/02/2026,09:07:29,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),prime@okaxis(PRIME VIDEO),513189372629,PAY,1684.35,DR,SUCCESS
16/02/2026,02:19:37,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),amazon@apl(AMAZON),864130505087,PAY,3483.42,DR,SUCCESS
16/02/2026,03:58:13,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),zepto@ybl(ZEPTO),674921478037,PAY,117.37,DR,SUCCESS
16/02/2026,17:15:54,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),hotstar@hdfc(DISNEY HOTSTAR),849092285451,PAY,484.39,DR,SUCCESS
16/02/2026,14:03:02,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),rent@okicici(RENT PAYMENT),144711387143,PAY,21818.48,DR,SUCCESS
16/02/2026,04:57:13,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),ola@okaxis(OLA),701568904248,PAY,2045.77,DR,SUCCESS
16/02/2026,19:48:35,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),localtravels@paytm(LOCAL TRAVELS),667472166655,PAY,101.9,DR,SUCCESS
16/02/2026,20:25:08,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),srifruits@ybl(SRI FRUITS),542213485934,PAY,791.06,DR,SUCCESS
16/02/2026,02:35:50,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),amazon@apl(AMAZON),597888490987,PAY,4711.7,DR,SUCCESS
16/02/2026,20:41:44,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),reliance@hdfc(RELIANCE FRESH),457550665040,PAY,2980.38,DR,SUCCESS
16/02/2026,17:42:28,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),omvegetables@paytm(OM VEGETABLES),293951863080,PAY,583.71,DR,SUCCESS
16/02/2026,05:46:43,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),blinkit@okaxis(BLINKIT),650023852236,PAY,2016.33,DR,SUCCESS
16/02/2026,01:09:03,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),irctc@hdfc(IRCTC),914518408732,PAY,1522.88,DR,SUCCESS
16/02/2026,20:40:43,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),pvr@okicici(PVR CINEMAS),154704196573,PAY,1667.98,DR,SUCCESS
16/02/2026,15:34:14,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),swiggy@upi(SWIGGY),976768482171,PAY,863.23,DR,SUCCESS
16/02/2026,17:28:10,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),hm@upi(H&M),197217334232,PAY,3394.65,DR,SUCCESS
16/02/2026,03:23:26,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),localtravels@upi(LOCAL TRAVELS),791703760457,PAY,349.81,DR,SUCCESS
16/02/2026,13:19:23,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),sharmateahouse@ybl(SHARMA TEA HOUSE),404016232712,PAY,177.28,DR,SUCCESS
16/02/2026,13:49:54,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),ola@okaxis(OLA),253236163363,PAY,355.67,DR,SUCCESS
17/02/2026,04:54:20,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),rent@okicici(RENT PAYMENT),986468970825,PAY,18562.66,DR,SUCCESS
17/02/2026,14:58:20,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),rent@okicici(RENT PAYMENT),599454252622,PAY,19190.5,DR,SUCCESS
17/02/2026,00:00:07,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),hm@upi(H&M),180054467866,PAY,4535.59,DR,SUCCESS
17/02/2026,08:41:58,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),wifi@paytm(BROADBAND BILL),634946216881,PAY,15162.34,DR,SUCCESS
17/02/2026,07:43:39,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),kfc@okaxis(KFC),875811980314,PAY,264.24,DR,SUCCESS
17/02/2026,22:28:48,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),myntra@upi(MYNTRA),236483168239,PAY,7548.7,DR,SUCCESS
17/02/2026,00:18:18,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),myntra@upi(MYNTRA),398781735074,PAY,1710.49,DR,SUCCESS
17/02/2026,14:38:40,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),netflix@upi(NETFLIX),154675220822,PAY,900.83,DR,SUCCESS
17/02/2026,22:05:59,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),flipkart@okaxis(FLIPKART),891562243883,PAY,7341.83,DR,SUCCESS
17/02/2026,02:42:06,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),uber@upi(UBER),256431172154,PAY,3785.43,DR,SUCCESS
17/02/2026,20:17:59,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),jio@okaxis(JIO RECHARGE),325783847408,PAY,15336.53,DR,SUCCESS
17/02/2026,03:34:56,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),jio@okaxis(JIO RECHARGE),623631779393,PAY,14099.75,DR,SUCCESS
17/02/2026,11:10:27,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),bescom@hdfc(BESCOM),766208772495,PAY,22840.11,DR,SUCCESS
17/02/2026,17:51:14,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),gas@upi(INDANE GAS),913328407860,PAY,8621.47,DR,SUCCESS
17/02/2026,03:40:31,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),bb@upi(BIGBASKET),940402213619,PAY,3250.76,DR,SUCCESS
17/02/2026,05:40:00,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),dominos@okicici(DOMINOS),583780586917,PAY,2104.39,DR,SUCCESS
17/02/2026,05:26:44,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),rent@okicici(RENT PAYMENT),776018104285,PAY,21225.25,DR,SUCCESS
17/02/2026,17:40:03,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),wifi@paytm(BROADBAND BILL),961267281381,PAY,15939.58,DR,SUCCESS
17/02/2026,16:22:36,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),guptajuicecentre@okaxis(GUPTA JUICE CENTRE),168737424042,PAY,47.7,DR,SUCCESS
18/02/2026,17:23:50,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),flipkart@okaxis(FLIPKART),347760226036,PAY,3282.9,DR,SUCCESS
18/02/2026,17:17:20,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),ganeshsweets@paytm(GANESH SWEETS),916439154091,PAY,624.23,DR,SUCCESS
18/02/2026,14:09:46,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),srigeneralstore@paytm(SRI GENERAL STORE),389762837170,PAY,459.69,DR,SUCCESS
18/02/2026,02:05:58,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),airtel@upi(AIRTEL),558266836878,PAY,15960.77,DR,SUCCESS
18/02/2026,00:20:23,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),starbucks@hdfc(STARBUCKS),840910904868,PAY,2412.68,DR,SUCCESS
18/02/2026,08:12:55,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),zara@hdfc(ZARA),408083962685,PAY,3462.96,DR,SUCCESS
18/02/2026,17:29:35,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),bms@upi(BOOKMYSHOW),436906918741,PAY,1819.99,DR,SUCCESS
18/02/2026,19:44:32,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),goibibo@okicici(GOIBIBO),385523710562,PAY,3428.46,DR,SUCCESS
18/02/2026,13:18:38,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),citygeneralstore@upi(CITY GENERAL STORE),161642758393,PAY,799.36,DR,SUCCESS
18/02/2026,02:36:41,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),amazon@apl(AMAZON),688432270154,PAY,7618.38,DR,SUCCESS
18/02/2026,19:28:54,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),citycabs@upi(CITY CABS),372043478177,PAY,660.31,DR,SUCCESS
18/02/2026,09:50:24,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),bk@upi(BURGER KING),150884478832,PAY,519.34,DR,SUCCESS
18/02/2026,12:02:00,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),airtel@upi(AIRTEL),417955256153,PAY,9955.86,DR,SUCCESS
19/02/2026,13:00:44,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),citytransport@upi(CITY TRANSPORT),672555797725,PAY,545.56,DR,SUCCESS
19/02/2026,23:08:17,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),prime@okaxis(PRIME VIDEO),341511820111,PAY,1545.46,DR,SUCCESS
19/02/2026,05:46:45,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),irctc@hdfc(IRCTC),176369914677,PAY,1245.67,DR,SUCCESS
19/02/2026,17:11:06,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),panditjiteahouse@okaxis(PANDIT JI TEA HOUSE),284714477071,PAY,30.21,DR,SUCCESS
19/02/2026,08:10:19,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),bms@upi(BOOKMYSHOW),483055710666,PAY,1445.43,DR,SUCCESS
19/02/2026,09:20:44,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),sureshteahouse@ybl(SURESH TEA HOUSE),632470294246,PAY,467.53,DR,SUCCESS
19/02/2026,16:42:44,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),hm@upi(H&M),187943812490,PAY,4881.76,DR,SUCCESS
19/02/2026,09:54:58,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),rent@okicici(RENT PAYMENT),488056805868,PAY,8472.69,DR,SUCCESS
19/02/2026,02:49:48,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),zepto@ybl(ZEPTO),749322514279,PAY,89.08,DR,SUCCESS
19/02/2026,02:41:46,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),irctc@hdfc(IRCTC),238341757255,PAY,304.52,DR,SUCCESS
19/02/2026,23:03:13,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),flipkart@okaxis(FLIPKART),192588236564,PAY,9187.08,DR,SUCCESS
19/02/2026,10:50:14,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),flipkart@okaxis(FLIPKART),723358578602,PAY,2498.64,DR,SUCCESS
19/02/2026,06:32:58,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),laxmijuicecentre@okaxis(LAXMI JUICE CENTRE),120122727699,PAY,426.19,DR,SUCCESS
19/02/2026,16:30:55,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),bharatteahouse@upi(BHARAT TEA HOUSE),179540807409,PAY,134.62,DR,SUCCESS
19/02/2026,12:10:11,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),zepto@ybl(ZEPTO),984047974200,PAY,2249.79,DR,SUCCESS
19/02/2026,05:11:48,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),bb@upi(BIGBASKET),702798843515,PAY,740.32,DR,SUCCESS
19/02/2026,10:22:34,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),netflix@upi(NETFLIX),627954682747,PAY,1903.2,DR,SUCCESS
20/02/2026,22:19:09,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),citykiranastore@ybl(CITY KIRANA STORE),473046771647,PAY,532.44,DR,SUCCESS
20/02/2026,14:10:56,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),dmart@upi(D-MART),343828711116,PAY,1466.99,DR,SUCCESS
20/02/2026,15:23:55,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),anujbakery@paytm(ANUJ BAKERY),768799723029,PAY,408.66,DR,SUCCESS
20/02/2026,18:32:31,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),starbucks@hdfc(STARBUCKS),931101519235,PAY,538.46,DR,SUCCESS
20/02/2026,01:12:46,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),wifi@paytm(BROADBAND BILL),211386269503,PAY,11738.91,DR,SUCCESS
20/02/2026,09:43:33,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),bb@upi(BIGBASKET),536510877803,PAY,188.82,DR,SUCCESS
20/02/2026,14:11:56,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),nike@okicici(NIKE),617135126722,PAY,892.08,DR,SUCCESS
20/02/2026,05:52:03,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),prime@okaxis(PRIME VIDEO),556347939236,PAY,1206.26,DR,SUCCESS
20/02/2026,04:56:28,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),reliance@hdfc(RELIANCE FRESH),506732126285,PAY,1738.13,DR,SUCCESS
20/02/2026,01:30:21,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),reliance@hdfc(RELIANCE FRESH),510077376464,PAY,3083.82,DR,SUCCESS
20/02/2026,05:35:37,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),nike@okicici(NIKE),388027172951,PAY,3896.43,DR,SUCCESS
20/02/2026,06:07:04,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),milk@okicici(MILK BASKET),829960165731,PAY,3559.06,DR,SUCCESS
20/02/2026,11:07:26,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),spotify@paytm(SPOTIFY),789372726239,PAY,1359.93,DR,SUCCESS
20/02/2026,14:30:50,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),cityfruits@paytm(CITY FRUITS),731213180560,PAY,242.85,DR,SUCCESS
20/02/2026,17:39:35,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),dominos@okicici(DOMINOS),194749353786,PAY,793.33,DR,SUCCESS
20/02/2026,23:11:31,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),laxmivegetables@paytm(LAXMI VEGETABLES),296385601324,PAY,619.71,DR,SUCCESS
20/02/2026,12:50:07,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),rent@okicici(RENT PAYMENT),643434172009,PAY,1231.85,DR,SUCCESS
21/02/2026,04:43:14,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),ola@okaxis(OLA),825709332223,PAY,627.65,DR,SUCCESS
21/02/2026,02:59:21,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),myntra@upi(MYNTRA),810699821425,PAY,549.59,DR,SUCCESS
21/02/2026,21:26:19,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),bb@upi(BIGBASKET),886535255206,PAY,1950.02,DR,SUCCESS
21/02/2026,03:59:05,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),localchai@okaxis(LOCAL CHAI),566638682036,PAY,110.94,DR,SUCCESS
21/02/2026,02:10:40,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),jio@okaxis(JIO RECHARGE),552545921631,PAY,18899.26,DR,SUCCESS
21/02/2026,06:02:29,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),dmart@upi(D-MART),390276744240,PAY,2317.82,DR,SUCCESS
21/02/2026,16:47:24,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),jio@okaxis(JIO RECHARGE),361720766839,PAY,8627.25,DR,SUCCESS
21/02/2026,06:59:22,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),airtel@upi(AIRTEL),429216460187,PAY,19471.01,DR,SUCCESS
21/02/2026,22:04:17,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),airtel@upi(AIRTEL),447901417353,PAY,20753.06,DR,SUCCESS
21/02/2026,05:37:40,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),wifi@paytm(BROADBAND BILL),396295210213,PAY,5183.17,DR,SUCCESS
21/02/2026,16:42:26,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),nike@okicici(NIKE),611591724248,PAY,9880.65,DR,SUCCESS
21/02/2026,08:19:39,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),reliance@hdfc(RELIANCE FRESH),287925936314,PAY,749.75,DR,SUCCESS
21/02/2026,18:55:23,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),milk@okicici(MILK BASKET),434474874416,PAY,3652.73,DR,SUCCESS
21/02/2026,00:53:38,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),modernkiranastore@upi(MODERN KIRANA STORE),327666556822,PAY,27.33,DR,SUCCESS
21/02/2026,23:59:47,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),nike@okicici(NIKE),155764799179,PAY,787.67,DR,SUCCESS
21/02/2026,04:58:51,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),zepto@ybl(ZEPTO),223890357083,PAY,1436.23,DR,SUCCESS
21/02/2026,21:01:08,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),airtel@upi(AIRTEL),749813274802,PAY,10863.6,DR,SUCCESS
21/02/2026,00:08:39,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),dmart@upi(D-MART),805496998807,PAY,1649.86,DR,SUCCESS
21/02/2026,04:12:44,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),pvr@okicici(PVR CINEMAS),463050124511,PAY,497.56,DR,SUCCESS
21/02/2026,23:17:29,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),bb@upi(BIGBASKET),605856887079,PAY,362.03,DR,SUCCESS
21/02/2026,22:27:53,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),gas@upi(INDANE GAS),270287554761,PAY,22835.78,DR,SUCCESS
21/02/2026,04:35:14,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),mmt@upi(MAKEMYTRIP),551477485252,PAY,1079.11,DR,SUCCESS
22/02/2026,21:01:47,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),zara@hdfc(ZARA),679927958107,PAY,6588.83,DR,SUCCESS
22/02/2026,13:31:56,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),hotstar@hdfc(DISNEY HOTSTAR),186872720921,PAY,1068.72,DR,SUCCESS
22/02/2026,13:11:39,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),dmart@upi(D-MART),856312242902,PAY,3358.04,DR,SUCCESS
22/02/2026,13:46:47,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),bescom@hdfc(BESCOM),908523136268,PAY,9522.17,DR,SUCCESS
22/02/2026,03:40:02,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),netflix@upi(NETFLIX),919975614532,PAY,1298.76,DR,SUCCESS
22/02/2026,01:18:56,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),pvr@okicici(PVR CINEMAS),157349601860,PAY,1773.78,DR,SUCCESS
22/02/2026,17:24:00,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),nike@okicici(NIKE),462657424731,PAY,2379.67,DR,SUCCESS
22/02/2026,04:18:28,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),gas@upi(INDANE GAS),166284763526,PAY,13998.36,DR,SUCCESS
22/02/2026,10:43:44,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),reliance@hdfc(RELIANCE FRESH),448997453850,PAY,684.37,DR,SUCCESS
22/02/2026,05:06:24,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),bharatchaiwala@okaxis(BHARAT CHAIWALA),239343434065,PAY,394.1,DR,SUCCESS
22/02/2026,12:14:52,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),hm@upi(H&M),134033888188,PAY,3442.01,DR,SUCCESS
22/02/2026,11:54:13,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),ganeshgeneralstore@paytm(GANESH GENERAL STORE),471993804578,PAY,576.13,DR,SUCCESS
22/02/2026,09:52:58,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),milk@okicici(MILK BASKET),608585683570,PAY,3993.38,DR,SUCCESS
22/02/2026,12:55:28,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),pvr@okicici(PVR CINEMAS),274932413082,PAY,1457.98,DR,SUCCESS
22/02/2026,05:09:38,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),irctc@hdfc(IRCTC),787812729186,PAY,3836.81,DR,SUCCESS
22/02/2026,05:01:49,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),localtravels@upi(LOCAL TRAVELS),625617533440,PAY,98.54,DR,SUCCESS
22/02/2026,03:51:53,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),pvr@okicici(PVR CINEMAS),588150534327,PAY,840.01,DR,SUCCESS
22/02/2026,17:51:57,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),ganeshprovisions@paytm(GANESH PROVISIONS),508808766632,PAY,539.48,DR,SUCCESS
22/02/2026,19:32:32,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),nike@okicici(NIKE),345569681878,PAY,9896.79,DR,SUCCESS
